         3881116 function calls (3838170 primitive calls) in 165.909 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       63    0.002    0.000    0.067    0.001 op.py:1424(c_code_cache_version)
      515    0.002    0.000    0.003    0.000 py3k.py:32(asbytes)
       50    0.002    0.000    0.004    0.000 selections.py:272(broadcast)
       31    0.002    0.000    0.046    0.001 op.py:1568(c_code)
      424    0.002    0.000    0.024    0.000 pfunc.py:159(clone_inputs)
       18    0.002    0.000    0.003    0.000 array.py:160(truncate)
      185    0.002    0.000    0.003    0.000 type.py:535(c_support_code)
       49    0.002    0.000    0.005    0.000 abc.py:135(<setcomp>)
        2    0.002    0.001    0.777    0.389 __init__.py:56(<module>)
      757    0.002    0.000    0.036    0.000 opt.py:4931(<listcomp>)
       72    0.002    0.000    0.006    0.000 sre_compile.py:374(_mk_bitmap)
       99    0.002    0.000    0.003    0.000 opt.py:5664(local_reduce_broadcastable)
      355    0.002    0.000    0.003    0.000 __init__.py:422(<genexpr>)
   150/80    0.002    0.000    0.003    0.000 function_module.py:43(alias_root)
      513    0.002    0.000    0.002    0.000 {method 'difference' of 'set' objects}
      660    0.002    0.000    0.002    0.000 ordered_set.py:156(__reversed__)
      567    0.002    0.000    0.002    0.000 frozendict.py:33(__len__)
        1    0.002    0.002    1.041    1.041 optimizers.py:413(get_updates)
      216    0.002    0.000    0.003    0.000 basic.py:355(c_headers)
      171    0.002    0.000    0.002    0.000 cc.py:1481(<listcomp>)
        1    0.002    0.002    0.564    0.564 __init__.py:101(<module>)
       90    0.002    0.000    0.002    0.000 contextlib.py:37(__init__)
       10    0.002    0.000   22.903    2.290 function_module.py:1634(create)
      140    0.002    0.000    0.008    0.000 ordered_set.py:128(difference_update)
        1    0.002    0.002    0.823    0.823 __init__.py:106(<module>)
       64    0.002    0.000    0.002    0.000 subtensor.py:73(get_idx_list)
        1    0.002    0.002    0.049    0.049 numeric.py:1(<module>)
      103    0.002    0.000    0.047    0.000 ops.py:248(make_node)
      151    0.002    0.000    0.003    0.000 numerictypes.py:728(issubdtype)
       10    0.002    0.000    0.136    0.014 opt.py:1287(on_attach)
        3    0.002    0.001    0.003    0.001 numeric.py:367(extend_all)
     1702    0.002    0.000    0.002    0.000 inspect.py:2740(parameters)
      171    0.002    0.000    0.396    0.002 cc.py:567(accept)
      760    0.002    0.000    0.002    0.000 opt.py:1681(tracks)
     76/1    0.002    0.000    0.005    0.005 gradient.py:886(account_for)
      472    0.002    0.000    0.002    0.000 basic.py:420(<listcomp>)
   198/62    0.002    0.000    0.010    0.000 sigm.py:642(parse_mul_tree)
      481    0.002    0.000    0.002    0.000 elemwise.py:465(<listcomp>)
      272    0.002    0.000    0.002    0.000 params_type.py:159(__getattr__)
        1    0.002    0.002    0.002    0.002 nnet.py:2484(ScalarSoftsign)
       10    0.002    0.000   37.102    3.710 pfunc.py:283(pfunc)
      171    0.002    0.000    0.007    0.000 cc.py:1689(__init__)
       33    0.002    0.000    0.084    0.003 cmodule.py:496(add_key)
       29    0.002    0.000    8.787    0.303 theano_backend.py:121(variable)
      838    0.002    0.000    0.002    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      349    0.002    0.000    0.105    0.000 inspect.py:2986(signature)
        2    0.002    0.001    0.003    0.001 _distn_infrastructure.py:3379(get_distribution_names)
     2683    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
     2453    0.002    0.000    0.002    0.000 {method 'items' of 'collections.OrderedDict' objects}
      178    0.002    0.000    0.002    0.000 {built-in method builtins.repr}
        1    0.002    0.002    2.045    2.045 theano_backend.py:1(<module>)
       71    0.002    0.000    0.002    0.000 {built-in method posix.close}
      171    0.002    0.000    0.002    0.000 cmodule.py:1893(version_str)
      358    0.002    0.000    0.011    0.000 {method 'any' of 'numpy.ndarray' objects}
      214    0.002    0.000    0.100    0.000 op.py:990(get_test_value)
        1    0.002    0.002    0.002    0.002 _color_data.py:995(<dictcomp>)
      356    0.002    0.000    0.003    0.000 opt.py:3294(movable)
       85    0.002    0.000    0.011    0.000 opt.py:5822(local_div_to_inv)
      298    0.002    0.000    0.003    0.000 opt.py:7307(elemwise_max_input_fct)
       40    0.002    0.000    0.005    0.000 cc.py:1013(init_code)
      116    0.002    0.000    0.002    0.000 elemwise.py:276(infer_shape)
       72    0.002    0.000    0.005    0.000 params_type.py:480(c_compile_args)
      522    0.002    0.000    0.002    0.000 cmodule.py:533(get_entry)
       76    0.002    0.000    0.002    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      124    0.002    0.000    0.004    0.000 _weakrefset.py:58(__iter__)
     1026    0.002    0.000    0.002    0.000 configparser.py:197(<lambda>)
       54    0.002    0.000    0.003    0.000 sre_parse.py:260(getuntil)
       28    0.002    0.000    0.004    0.000 ipaddress.py:2158(__init__)
       31    0.001    0.000    0.002    0.000 params_type.py:682(c_extract)
       10    0.001    0.000    0.001    0.000 vm.py:677(__init__)
       38    0.001    0.000    0.002    0.000 _inspect.py:67(getargs)
       18    0.001    0.000    0.128    0.007 encoders.py:363(start)
   120/32    0.001    0.000    0.002    0.000 opt.py:1794(pattern_to_str)
     1171    0.001    0.000    0.001    0.000 graph.py:611(__set_owner)
       38    0.001    0.000    0.004    0.000 _regionprops.py:612(<genexpr>)
      160    0.001    0.000    0.003    0.000 sre_parse.py:78(opengroup)
      639    0.001    0.000    0.002    0.000 sre_parse.py:75(groups)
       17    0.001    0.000    0.003    0.000 lapack.py:566(_compute_lwork)
      473    0.001    0.000    0.001    0.000 basic.py:3841(<listcomp>)
      213    0.001    0.000    0.235    0.001 op.py:1327(<listcomp>)
      123    0.001    0.000    0.003    0.000 cc.py:451(get_c_cleanup)
      276    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.add_docstring}
        1    0.001    0.001    0.002    0.002 orthogonal.py:72(<module>)
       72    0.001    0.000    0.005    0.000 params_type.py:516(c_libraries)
      130    0.001    0.000    0.007    0.000 mmal.py:65(MMAL_FOURCC)
      244    0.001    0.000    0.002    0.000 _collections_abc.py:654(__iter__)
       11    0.001    0.000    0.009    0.001 decorator.py:94(__init__)
       42    0.001    0.000    0.110    0.003 copy.py:137(deepcopy)
     1457    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       29    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
       51    0.001    0.000    0.003    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
      185    0.001    0.000    0.002    0.000 type.py:467(c_cleanup)
      216    0.001    0.000    0.116    0.001 opt.py:790(add_requirements)
      102    0.001    0.000    0.010    0.000 opt.py:6747(local_grad_log_erfc_neg)
       40    0.001    0.000    0.005    0.000 cc.py:462(get_c_sync)
       20    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
     1663    0.001    0.000    0.001    0.000 {method 'remove' of 'set' objects}
      226    0.001    0.000    0.001    0.000 _distn_infrastructure.py:714(<genexpr>)
       18    0.001    0.000    0.007    0.000 mmalobj.py:1884(send_all_buffers)
      365    0.001    0.000    0.001    0.000 copy.py:125(_copy_with_constructor)
      620    0.001    0.000    0.001    0.000 fg.py:215(<genexpr>)
       95    0.001    0.000    0.032    0.000 opt.py:450(register_specialize)
      847    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:819(get_filename)
        1    0.001    0.001    0.664    0.664 add_newdocs.py:10(<module>)
      159    0.001    0.000    0.005    0.000 graph.py:1421(<listcomp>)
        1    0.001    0.001    0.007    0.007 imp.py:254(find_module)
      418    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       10    0.001    0.000   37.125    3.713 function.py:74(function)
      157    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.001    0.001    0.020    0.020 basic.py:11(<module>)
      237    0.001    0.000    0.009    0.000 opt.py:1710(local_fill_to_alloc)
      618    0.001    0.000    0.002    0.000 opt.py:1254(__str__)
       15    0.001    0.000    0.295    0.020 windows.py:6(subprocess_Popen)
      977    0.001    0.000    0.001    0.000 opt.py:694(<genexpr>)
       96    0.001    0.000    0.039    0.000 opt.py:426(register_canonicalize)
        2    0.001    0.001    0.030    0.015 basic.py:7(<module>)
      171    0.001    0.000    0.083    0.000 op.py:305(c_code_cache_version_apply)
       10    0.001    0.000   36.986    3.699 function_module.py:1765(orig_function)
       36    0.001    0.000    0.008    0.000 deprecation.py:162(deprecate)
      580    0.001    0.000    0.001    0.000 {method 'difference_update' of 'set' objects}
      171    0.001    0.000    0.004    0.000 cc.py:1162(<listcomp>)
       47    0.001    0.000    0.004    0.000 cmodule.py:156(print_init)
      145    0.001    0.000    0.002    0.000 configparser.py:182(__init__)
       13    0.001    0.000    0.079    0.006 _distn_infrastructure.py:2669(__init__)
        1    0.001    0.001   46.611   46.611 blind_spot.py:1(<module>)
      163    0.001    0.000    0.001    0.000 cc.py:129(failure_code_init)
        8    0.001    0.000    0.002    0.000 numeric.py:1621(cross)
      283    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        1    0.001    0.001    0.138    0.138 mmalobj.py:34(<module>)
       85    0.001    0.000    0.007    0.000 opt.py:6204(<listcomp>)
       10    0.001    0.000    0.002    0.000 link.py:517(map_storage)
      158    0.001    0.000    0.004    0.000 basic.py:1028(__init__)
       47    0.001    0.000    0.027    0.001 compilelock.py:113(release_lock)
        1    0.001    0.001    0.483    0.483 __init__.py:634(<module>)
       15    0.001    0.000    0.002    0.000 opt.py:1346(<listcomp>)
       68    0.001    0.000    0.026    0.000 basic.py:639(tensor)
      100    0.001    0.000    0.018    0.000 destroyhandler.py:337(on_attach)
      124    0.001    0.000    0.049    0.000 op.py:1245(f)
     1244    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
      208    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
      248    0.001    0.000    0.007    0.000 blas.py:1616(local_dot_to_dot22)
      486    0.001    0.000    0.001    0.000 fg.py:209(<genexpr>)
        1    0.001    0.001    0.145    0.145 pyparsing.py:61(<module>)
       63    0.001    0.000    0.001    0.000 {built-in method tmpz043ukr2.m885ff006a95d626dac547a7bdfdb471bbf058622ece2b4435e42316c4012ea56.instantiate}
        1    0.001    0.001    0.019    0.019 lapack.py:437(<module>)
       50    0.001    0.000    0.013    0.000 opt.py:5062(local_sum_prod_mul_by_scalar)
      187    0.001    0.000    0.001    0.000 enum.py:16(_is_dunder)
  157/155    0.001    0.000    0.001    0.000 pyparsing.py:349(__init__)
      481    0.001    0.000    0.001    0.000 graph.py:262(<lambda>)
       21    0.001    0.000    0.007    0.000 basic.py:856(upgrade_to_float)
      168    0.001    0.000    0.008    0.000 sigm.py:477(is_exp)
       19    0.001    0.000    0.034    0.002 encoders.py:401(stop)
       66    0.001    0.000    0.003    0.000 pyparsing.py:3697(__init__)
      198    0.001    0.000    0.005    0.000 sigm.py:503(is_mul)
      210    0.001    0.000    0.003    0.000 exc.py:173(mmal_check)
      242    0.001    0.000    0.002    0.000 blas_scipy.py:58(use_scipy_ger)
       67    0.001    0.000    0.006    0.000 pyparsing.py:3368(__init__)
        1    0.001    0.001    0.079    0.079 topology.py:3077(load_weights_from_hdf5_group)
      157    0.001    0.000    0.001    0.000 sre_parse.py:70(__init__)
      145    0.001    0.000    0.005    0.000 configparser.py:762(get)
       57    0.001    0.000    0.027    0.000 {h5py._objects.with_phil}
        3    0.001    0.000    0.007    0.002 util.py:1(<module>)
      584    0.001    0.000    0.001    0.000 fg.py:317(<listcomp>)
       18    0.001    0.000    0.003    0.000 array.py:115(bytes_to_rgb)
      227    0.001    0.000    0.002    0.000 _collections_abc.py:609(keys)
      237    0.001    0.000    0.009    0.000 opt.py:6277(local_log_sum_exp)
   121/59    0.001    0.000    0.028    0.000 pyparsing.py:3341(copy)
       60    0.001    0.000    0.004    0.000 opt.py:1445(add_requirements)
        1    0.001    0.001    0.001    0.001 files.py:79(make_fid)
      240    0.001    0.000    0.001    0.000 opt.py:1830(__init__)
       38    0.001    0.000    0.002    0.000 __init__.py:1184(_fixupParents)
    90/71    0.001    0.000    0.030    0.000 contextlib.py:63(__exit__)
       11    0.001    0.000    0.008    0.001 decorator.py:168(make)
    58/10    0.001    0.000    0.030    0.003 pyparsing.py:3266(leaveWhitespace)
      171    0.001    0.000    0.338    0.002 cmodule.py:1557(get_module_cache)
       88    0.001    0.000    0.002    0.000 six.py:141(__init__)
      157    0.001    0.000    0.001    0.000 sre_parse.py:797(fix_flags)
      141    0.001    0.000    0.006    0.000 elemwise.py:707(<listcomp>)
       18    0.001    0.000    0.011    0.001 camera.py:515(_start_capture)
      440    0.001    0.000    0.004    0.000 opt.py:1972(detach_updater)
      902    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1173    0.001    0.000    0.001    0.000 inspect.py:2439(default)
      171    0.001    0.000    0.001    0.000 cc.py:1628(<listcomp>)
        1    0.001    0.001    0.001    0.001 format.py:149(<module>)
      173    0.001    0.000    0.015    0.000 params_type.py:288(__hash__)
       20    0.001    0.000    0.014    0.001 elemwise.py:1276(make_node)
      313    0.001    0.000    0.001    0.000 linecache.py:147(lazycache)
       18    0.001    0.000    0.010    0.001 camera.py:523(_stop_capture)
     1196    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
       12    0.001    0.000   25.533    2.128 windows.py:68(output_subprocess_Popen)
       31    0.001    0.000    0.002    0.000 basic.py:454(c_extract)
        1    0.001    0.001    0.023    0.023 _multivariate.py:4(<module>)
      314    0.001    0.000    0.001    0.000 sre_compile.py:513(isstring)
       40    0.001    0.000    0.006    0.000 cc.py:418(get_c_extract_out)
      100    0.001    0.000    0.025    0.000 pfunc.py:165(<listcomp>)
     34/5    0.001    0.000    0.004    0.001 pyparsing.py:3297(streamline)
       89    0.001    0.000    0.002    0.000 opt.py:951(merge_profile)
       71    0.001    0.000    0.018    0.000 params_type.py:464(filter)
      124    0.001    0.000    0.009    0.000 printing.py:532(assign)
        1    0.001    0.001    0.137    0.137 __init__.py:180(<module>)
       37    0.001    0.000    0.008    0.000 configparser.py:101(__init__)
       19    0.001    0.000    0.009    0.000 ipaddress.py:1459(__init__)
       63    0.001    0.000    0.030    0.000 basic.py:1892(output_types)
      269    0.001    0.000    0.002    0.000 sre_compile.py:101(fixup)
       47    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
       17    0.001    0.000    0.002    0.000 blas.py:279(_get_funcs)
       10    0.001    0.000    0.011    0.001 nnet.py:1531(search_make_one_sub)
      375    0.001    0.000    0.002    0.000 op.py:845(<genexpr>)
      354    0.001    0.000    0.003    0.000 elemwise.py:396(<genexpr>)
        1    0.001    0.001    0.004    0.004 numerictypes.py:301(_add_aliases)
        1    0.001    0.001    0.002    0.002 mixins.py:1(<module>)
      167    0.001    0.000    0.001    0.000 {method 'mro' of 'type' objects}
       40    0.001    0.000    0.004    0.000 __init__.py:1133(getLogger)
      123    0.001    0.000    0.029    0.000 cc.py:544(<listcomp>)
        9    0.001    0.000    0.001    0.000 datetime.py:338(__new__)
      544    0.001    0.000    0.001    0.000 opt.py:1418(<listcomp>)
      610    0.001    0.000    0.001    0.000 var.py:77(__bool__)
       76    0.001    0.000    0.009    0.000 textwrap.py:414(dedent)
      128    0.001    0.000    0.036    0.000 basic.py:1253(cast)
      473    0.001    0.000    0.001    0.000 basic.py:3842(<listcomp>)
      171    0.001    0.000    0.022    0.000 graph.py:783(variables)
        1    0.001    0.001    0.001    0.001 doccer.py:2(<module>)
      186    0.001    0.000    0.001    0.000 functools.py:73(wraps)
       21    0.001    0.000    0.014    0.001 pyparsing.py:1227(setParseAction)
       89    0.001    0.000    0.017    0.000 opt.py:7085(maker)
      185    0.001    0.000    0.004    0.000 type.py:522(c_headers)
      188    0.001    0.000    0.002    0.000 elemwise.py:145(_new_order)
        6    0.001    0.000    0.004    0.001 getlimits.py:65(__init__)
        1    0.001    0.001    0.002    0.002 __init__.py:262(_reset_cache)
       36    0.001    0.000    0.001    0.000 mmalobj.py:1778(get)
      494    0.001    0.000    0.004    0.000 op.py:804(<genexpr>)
      344    0.001    0.000    0.001    0.000 traceback.py:286(walk_stack)
       35    0.001    0.000    0.096    0.003 var.py:323(dimshuffle)
      123    0.001    0.000    0.010    0.000 cc.py:537(<listcomp>)
       99    0.001    0.000    0.004    0.000 genericpath.py:27(isfile)
      353    0.001    0.000    0.001    0.000 _distn_infrastructure.py:43(instancemethod)
      375    0.001    0.000    0.001    0.000 op.py:842(is_f16)
      965    0.001    0.000    0.001    0.000 destroyhandler.py:752(<genexpr>)
       26    0.001    0.000    0.002    0.000 numerictypes.py:229(bitname)
        7    0.001    0.000   24.498    3.500 cc.py:1499(compile_cmodule)
    57/56    0.001    0.000    0.003    0.000 utils.py:253(rval)
       11    0.001    0.000    0.001    0.000 enum.py:121(<setcomp>)
      491    0.001    0.000    0.001    0.000 opt.py:1709(retry_with_equiv)
       22    0.001    0.000    0.248    0.011 elemwise.py:540(L_op)
      159    0.001    0.000    0.006    0.000 graph.py:1421(<lambda>)
       40    0.001    0.000    0.004    0.000 type.py:187(c_extract_out)
      138    0.001    0.000    0.002    0.000 __init__.py:90(__missing__)
       38    0.001    0.000    0.004    0.000 basic.py:3077(c_code)
      161    0.001    0.000    0.001    0.000 op.py:105(c_libraries)
       13    0.001    0.000    0.001    0.000 {built-in method posix.open}
      847    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:664(create_module)
       11    0.001    0.000    0.018    0.002 pyparsing.py:2631(__init__)
        1    0.001    0.001    0.001    0.001 matfuncs.py:183(MatrixPowerOperator)
      241    0.001    0.000    0.412    0.002 re.py:222(compile)
      965    0.001    0.000    0.001    0.000 destroyhandler.py:758(<genexpr>)
       42    0.001    0.000    0.001    0.000 copy.py:253(_keep_alive)
        6    0.001    0.000    0.118    0.020 utils.py:1(<module>)
        2    0.001    0.000    0.305    0.153 __init__.py:7(<module>)
       44    0.001    0.000    0.011    0.000 graph.py:1414(list_of_nodes)
        6    0.001    0.000    0.020    0.003 enum.py:314(_create_)
      315    0.001    0.000    0.003    0.000 params_type.py:658(<genexpr>)
      427    0.001    0.000    0.001    0.000 graph.py:863(<listcomp>)
     1160    0.001    0.000    0.001    0.000 toolbox.py:262(on_prune)
       94    0.001    0.000    0.001    0.000 mmalobj.py:769(enabled)
       44    0.001    0.000    0.002    0.000 opt.py:490(local_0_dot_x)
      369    0.001    0.000    0.002    0.000 builders.py:706(inline_ofg_expansion)
       99    0.001    0.000    0.048    0.000 var.py:275(<lambda>)
      8/7    0.001    0.000    0.013    0.002 sysconfig.py:160(_expand_vars)
      199    0.001    0.000    0.002    0.000 opt.py:1839(on_import)
      122    0.001    0.000    0.001    0.000 sre_parse.py:312(_class_escape)
      185    0.001    0.000    0.002    0.000 type.py:542(c_init_code)
      171    0.001    0.000    0.001    0.000 cc.py:598(<listcomp>)
      257    0.001    0.000    0.001    0.000 {method 'split' of 'bytes' objects}
   121/59    0.001    0.000    0.022    0.000 pyparsing.py:3343(<listcomp>)
       27    0.001    0.000    0.003    0.000 core.py:940(__init__)
       63    0.001    0.000    0.004    0.000 params_type.py:657(c_code_cache_version)
      153    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
       70    0.001    0.000    0.004    0.000 opt.py:1281(<lambda>)
      123    0.001    0.000    0.002    0.000 cc.py:354(<listcomp>)
      178    0.001    0.000    0.004    0.000 opt.py:3307(<listcomp>)
      181    0.001    0.000    0.001    0.000 basic.py:4000(<listcomp>)
        1    0.001    0.001    1.227    1.227 blas.py:126(<module>)
      173    0.001    0.000    0.028    0.000 opt.py:1031(<listcomp>)
       82    0.001    0.000    0.001    0.000 opt.py:3915(local_sumsqr2dot)
        1    0.001    0.001    0.001    0.001 files.py:290(<listcomp>)
        4    0.001    0.000    0.002    0.001 blas.py:392(_ldflags)
      304    0.001    0.000    0.001    0.000 opt.py:7161(<listcomp>)
       98    0.001    0.000    0.001    0.000 _inspect.py:133(strseq)
       17    0.001    0.000    0.001    0.000 blind_spot.py:278(<listcomp>)
      520    0.001    0.000    0.001    0.000 optdb.py:372(<lambda>)
      198    0.001    0.000    0.001    0.000 opt.py:6368(<listcomp>)
      182    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:900(__init__)
        1    0.001    0.001    0.019    0.019 tokenize.py:21(<module>)
      529    0.001    0.000    0.001    0.000 cc.py:1349(<genexpr>)
       31    0.001    0.000    0.002    0.000 basic.py:438(c_declare)
      503    0.001    0.000    0.001    0.000 {built-in method _sre.getlower}
       99    0.001    0.000    0.001    0.000 configparser.py:382(__init__)
      112    0.001    0.000    0.001    0.000 random.py:229(_randbelow)
        2    0.001    0.000    0.013    0.006 function_base.py:1(<module>)
      188    0.001    0.000    0.001    0.000 elemwise.py:152(transposition)
        7    0.001    0.000    0.006    0.001 cmodule.py:1071(_add_to_cache)
       40    0.001    0.000    0.001    0.000 opt.py:1348(tracks)
      332    0.001    0.000    0.002    0.000 socket.py:81(<lambda>)
       14    0.001    0.000    0.007    0.001 _version.py:55(__init__)
       36    0.001    0.000    0.002    0.000 configparser.py:120(__enter__)
       44    0.001    0.000    0.001    0.000 warnings.py:371(__enter__)
      331    0.001    0.000    0.002    0.000 socket.py:76(<lambda>)
        2    0.001    0.000    0.114    0.057 __init__.py:10(<module>)
        1    0.001    0.001    0.076    0.076 inspect.py:27(<module>)
        1    0.001    0.001    0.001    0.001 <string>:5(_LoggingWatcher)
      828    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
       57    0.001    0.000    0.005    0.000 opt.py:4148(local_div_switch_sink)
       18    0.001    0.000    1.299    0.072 threading.py:261(wait)
      126    0.001    0.000    0.001    0.000 _weakrefset.py:81(add)
      123    0.001    0.000    0.001    0.000 blas.py:1105(_is_real_vector)
      330    0.001    0.000    0.001    0.000 optdb.py:432(<lambda>)
      171    0.001    0.000    0.001    0.000 op.py:830(<listcomp>)
      547    0.001    0.000    0.001    0.000 frozendict.py:21(__getitem__)
        1    0.001    0.001    0.001    0.001 bcm_host.py:257(DISPLAY_INFO_T)
        1    0.001    0.001    0.001    0.001 process.py:62(BaseProcess)
      106    0.001    0.000    0.005    0.000 opt.py:471(discard)
      181    0.001    0.000    0.001    0.000 basic.py:3993(output_types)
       14    0.001    0.000    0.974    0.070 inspect.py:1395(getframeinfo)
       80    0.001    0.000    0.106    0.001 compilelock.py:37(lock_ctx)
       41    0.001    0.000    0.039    0.001 __init__.py:66(invalidate_caches)
       73    0.001    0.000    0.002    0.000 elemwise.py:246(__str__)
        1    0.001    0.001    0.001    0.001 colors.py:80(<dictcomp>)
        2    0.001    0.000    0.077    0.038 cmodule.py:1938(get_lines)
      164    0.001    0.000    0.005    0.000 opt.py:448(__setitem__)
      349    0.001    0.000    0.003    0.000 inspect.py:466(_is_wrapper)
        8    0.001    0.000    8.611    1.076 graph.py:478(eval)
        2    0.001    0.000    0.001    0.001 graph.py:989(<listcomp>)
       65    0.001    0.000    0.001    0.000 blas.py:1913(<listcomp>)
       25    0.001    0.000    0.001    0.000 arrayprint.py:399(array2string)
       14    0.001    0.000    0.969    0.069 inspect.py:735(findsource)
       20    0.001    0.000    0.001    0.000 elemwise.py:1226(__init__)
        1    0.001    0.001    0.001    0.001 _compat_pickle.py:9(<module>)
      148    0.001    0.000    0.003    0.000 enum.py:8(_is_descriptor)
       47    0.001    0.000    0.003    0.000 cmodule.py:149(print_methoddef)
       57    0.001    0.000    0.021    0.000 optdb.py:322(register)
     39/7    0.001    0.000    0.018    0.003 pyparsing.py:3375(parseImpl)
        8    0.001    0.000    0.048    0.006 rng_mrg.py:341(make_node)
      236    0.001    0.000    0.003    0.000 opt.py:480(local_abstractconv_check)
       81    0.001    0.000    0.002    0.000 utils.py:118(deprecate)
      253    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      178    0.001    0.000    0.001    0.000 cc.py:962(<listcomp>)
        1    0.001    0.001    0.001    0.001 fnmatch.py:11(<module>)
      268    0.001    0.000    0.001    0.000 cmodule.py:190(add_support_code)
       50    0.001    0.000    0.003    0.000 selections.py:244(__init__)
       49    0.001    0.000    0.001    0.000 {built-in method cutils_ext.cutils_ext.run_cthunk}
       25    0.001    0.000    0.001    0.000 filters.py:207(get_filters)
       38    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.arange}
       28    0.001    0.000    0.002    0.000 selectors.py:233(register)
       52    0.001    0.000    0.001    0.000 cmodule.py:345(<listcomp>)
      736    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
       55    0.001    0.000    0.003    0.000 interfaces.py:22(legacy_support)
       12    0.001    0.000    0.010    0.001 basic.py:5915(make_node)
        1    0.001    0.001    0.002    0.002 ctypeslib.py:51(<module>)
        4    0.001    0.000    6.522    1.631 rng_mrg.py:813(uniform)
       10    0.001    0.000    0.001    0.000 vm.py:931(<listcomp>)
        2    0.001    0.000    0.005    0.003 mmalobj.py:2135(__init__)
      100    0.001    0.000    0.001    0.000 ops.py:340(__init__)
       28    0.001    0.000    0.001    0.000 ipaddress.py:1630(_ip_int_from_string)
       28    0.001    0.000    0.042    0.001 pyparsing.py:2757(__init__)
       52    0.001    0.000    0.003    0.000 cmodule.py:333(module_name_from_dir)
       83    0.001    0.000    0.001    0.000 cc.py:391(<listcomp>)
        7    0.001    0.000    0.004    0.001 cc.py:1094(lib_dirs)
      178    0.001    0.000    0.001    0.000 cc.py:976(<listcomp>)
       90    0.001    0.000    0.003    0.000 contextlib.py:134(helper)
      178    0.001    0.000    0.001    0.000 cc.py:1083(<listcomp>)
        2    0.001    0.000    0.001    0.001 graph.py:1103(<listcomp>)
      181    0.001    0.000    0.001    0.000 basic.py:4001(<listcomp>)
      119    0.001    0.000    0.001    0.000 _util.py:173(check_random_state)
       62    0.001    0.000    0.024    0.000 sigm.py:925(local_sigm_times_exp)
       56    0.001    0.000    0.004    0.000 blas.py:360(ldflags)
      113    0.001    0.000    0.016    0.000 re.py:175(sub)
       30    0.001    0.000    0.003    0.000 var.py:969(__str__)
      171    0.001    0.000    0.001    0.000 cc.py:1630(<listcomp>)
      135    0.001    0.000    0.001    0.000 basic.py:3940(<listcomp>)
        3    0.001    0.000    0.011    0.004 camera.py:2005(_configure_camera)
        1    0.001    0.001    0.001    0.001 core.py:826(_DomainCheckInterval)
        4    0.001    0.000   15.242    3.810 topology.py:527(__call__)
       18    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.frombuffer}
       25    0.001    0.000    0.078    0.003 sharedvalue.py:110(set_value)
      137    0.001    0.000    0.001    0.000 rcsetup.py:124(validate_bool)
        1    0.001    0.001    0.001    0.001 interface.py:618(_AdjointMatrixOperator)
       22    0.001    0.000    0.002    0.000 nosetester.py:152(__init__)
      178    0.001    0.000    0.001    0.000 cc.py:1061(<listcomp>)
       39    0.001    0.000    0.001    0.000 fractions.py:84(__new__)
      129    0.001    0.000    0.001    0.000 opt.py:658(local_lift_transpose_through_dot)
        1    0.001    0.001    0.001    0.001 mmalobj.py:3212(MMALPythonComponent)
       43    0.001    0.000    0.003    0.000 getlimits.py:376(__new__)
      401    0.001    0.000    0.001    0.000 var.py:640(<lambda>)
      413    0.001    0.000    0.001    0.000 six.py:184(find_module)
       93    0.001    0.000    0.001    0.000 op.py:189(c_compile_args)
      613    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
       31    0.001    0.000    0.005    0.000 subprocess.py:1349(wait)
       18    0.001    0.000    0.006    0.000 __init__.py:73(CFUNCTYPE)
       49    0.001    0.000    0.006    0.000 subtensor.py:400(get_constant_idx)
        1    0.001    0.001    0.003    0.003 process.py:10(<module>)
       10    0.001    0.000    0.001    0.000 link.py:714(gc_helper)
